Time[s]	Tin [C]	Tout[C]	FM[L/s]
18700	37.196	29.484	0.301
18710	37.187	29.536	0.301
18720	37.18	29.629	0.301
18730	37.173	29.733	0.301
18740	37.171	29.819	0.301
18750	37.168	29.837	0.301
18760	37.168	29.873	0.301
18770	37.174	29.926	0.301
18780	37.175	30.033	0.301
18790	37.18	30.166	0.301
18800	37.184	30.204	0.301
18810	37.189	30.212	0.301
18820	37.198	30.282	0.301
18830	37.204	30.376	0.301
18840	37.213	30.415	0.3
18850	37.219	30.509	0.3
18860	37.228	30.631	0.301
18870	37.237	30.65	0.301
18880	37.248	30.666	0.301
18890	37.239	30.712	0.301
18900	37.128	30.809	0.301
18910	37.074	30.77	0.301
18920	37.01	30.85	0.3
18930	36.955	30.905	0.301
18940	36.904	30.988	0.301
18950	36.857	30.993	0.301
18960	36.817	30.942	0.301
18970	36.782	31.116	0.301
18980	36.753	31.147	0.301
18990	36.725	31.105	0.301
19000	36.704	31.163	0.301
19010	36.689	31.195	0.301
19020	36.669	31.23	0.301
19030	36.653	31.292	0.301
19040	36.642	31.327	0.301
19050	36.635	31.365	0.301
19060	36.63	31.373	0.301
19070	36.625	31.455	0.301
19080	36.624	31.512	0.301
19090	36.62	31.52	0.301
19100	36.623	31.546	0.3
19110	36.624	31.606	0.301
19120	36.626	31.624	0.301
19130	36.629	31.67	0.301
19140	36.638	31.676	0.301
19150	36.648	31.715	0.301
19160	36.657	31.721	0.301
19170	36.668	31.778	0.301
19180	36.685	31.826	0.301
19190	36.698	31.863	0.301
19200	36.71	31.875	0.301
19210	36.722	31.826	0.301
19220	36.736	31.96	0.301
19230	36.746	31.972	0.301
19240	36.759	31.946	0.301
19250	36.774	31.979	0.301
19260	36.79	32.026	0.301
19270	36.803	32.057	0.301
19280	36.817	32.1	0.301
19290	36.836	32.08	0.301
19300	36.848	32.186	0.301
19310	36.864	32.171	0.301
19320	36.88	32.234	0.301
19330	36.891	32.301	0.301
19340	36.91	32.298	0.301
19350	36.926	32.346	0.301
19360	36.943	32.321	0.301
19370	36.964	32.342	0.301
19380	36.977	32.367	0.301
19390	36.997	32.399	0.301
19400	37.014	32.446	0.301
19410	37.033	32.483	0.301
19420	37.049	32.542	0.301
19430	37.065	32.567	0.301
19440	37.083	32.603	0.301
19450	37.103	32.618	0.301
19460	37.115	32.657	0.301
19470	37.13	32.655	0.301
19480	37.145	32.696	0.301
19490	37.151	32.754	0.301
19500	37.164	32.712	0.301
19510	37.174	32.788	0.302
19520	37.187	32.816	0.301
19530	37.198	32.873	0.301
19540	37.209	32.915	0.301
19550	37.219	32.95	0.302
19560	37.232	32.958	0.302
19570	37.235	32.955	0.301
19580	37.247	32.981	0.302
19590	37.25	32.989	0.301
19600	37.259	32.941	0.301
19610	37.267	33.033	0.301
19620	37.275	33.063	0.301
19630	37.279	33.095	0.302
19640	37.289	33.133	0.301
19650	37.297	33.15	0.301
19660	37.296	33.165	0.301
19670	37.301	33.199	0.302
19680	37.307	33.197	0.301
19690	37.304	33.213	0.302
19700	37.304	33.28	0.301
19710	37.303	33.323	0.301
19720	37.303	33.329	0.302
19730	37.305	33.355	0.302
19740	37.304	33.352	0.301
19750	37.3	33.386	0.302
19760	37.296	33.401	0.302
19770	37.298	33.404	0.301
19780	37.296	33.462	0.301
19790	37.291	33.511	0.301
19800	37.29	33.492	0.301
19810	37.286	33.509	0.301
19820	37.284	33.541	0.301
19830	37.281	33.616	0.301
19840	37.277	33.64	0.302
19850	37.269	33.656	0.302
19860	37.264	33.644	0.301
19870	37.256	33.635	0.301
19880	37.246	33.682	0.302
19890	37.238	33.633	0.301
19900	37.234	33.672	0.301
19910	37.23	33.747	0.301
19920	37.223	33.687	0.302
19930	37.213	33.736	0.302
19940	37.208	33.781	0.301
19950	37.198	33.787	0.302
19960	37.196	33.821	0.301
19970	37.19	33.844	0.301
19980	37.184	33.866	0.302
19990	37.175	33.814	0.301
20000	37.169	33.866	0.301
20010	37.154	33.901	0.302
20020	37.148	33.952	0.302
20030	37.141	34.011	0.301
20040	37.129	33.94	0.301
20050	37.125	33.953	0.301
20060	37.118	34.024	0.302
20070	37.111	34.029	0.301
20080	37.108	34.003	0.301
20090	37.102	34.029	0.302
20100	37.095	34.056	0.302
20110	37.083	34.02	0.301
20120	37.076	34.053	0.301
20130	37.065	34.1	0.302
20140	37.051	34.092	0.302
20150	37.044	34.124	0.301
20160	37.038	34.122	0.301
20170	37.029	34.131	0.301
20180	37.023	34.122	0.301
20190	37.019	34.171	0.301
20200	37.012	34.222	0.301
20210	37.007	34.209	0.302
20220	37.006	34.208	0.301
20230	37	34.202	0.302
20240	36.991	34.19	0.302
20250	36.988	34.196	0.301
20260	36.975	34.249	0.302
20270	36.965	34.281	0.302
20280	36.952	34.275	0.302
20290	36.946	34.269	0.302
20300	36.934	34.238	0.301
20310	36.926	34.283	0.301
20320	36.919	34.279	0.302
20330	36.916	34.312	0.301
20340	36.908	34.315	0.302
20350	36.9	34.336	0.301
20360	36.897	34.348	0.302
20370	36.893	34.312	0.302
20380	36.891	34.33	0.302
20390	36.888	34.335	0.302
20400	36.883	34.368	0.301
20410	36.88	34.38	0.302
20420	36.876	34.366	0.302
20430	36.876	34.35	0.302
20440	36.874	34.389	0.302
20450	36.874	34.432	0.302
20460	36.873	34.423	0.301
20470	36.867	34.45	0.302
20480	36.868	34.452	0.301
20490	36.867	34.438	0.302
20500	36.867	34.425	0.302
20510	36.867	34.427	0.301
20520	36.865	34.444	0.302
20530	36.858	34.484	0.301
20540	36.852	34.45	0.302
20550	36.841	34.434	0.302
20560	36.836	34.461	0.302
20570	36.829	34.467	0.301
20580	36.822	34.494	0.302
20590	36.813	34.513	0.301
20600	36.809	34.514	0.301
20610	36.805	34.532	0.302
20620	36.8	34.49	0.302
20630	36.795	34.509	0.302
20640	36.791	34.515	0.302
20650	36.791	34.531	0.302
20660	36.787	34.553	0.301
20670	36.787	34.556	0.301
20680	36.786	34.528	0.302
20690	36.784	34.586	0.302
20700	36.785	34.556	0.302
20710	36.787	34.58	0.302
20720	36.787	34.598	0.302
20730	36.787	34.609	0.302
20740	36.787	34.6	0.301
20750	36.785	34.59	0.302
20760	36.785	34.598	0.302
20770	36.784	34.627	0.301
20780	36.788	34.569	0.302
20790	36.79	34.61	0.302
20800	36.788	34.634	0.301
20810	36.789	34.595	0.302
20820	36.789	34.621	0.302
20830	36.793	34.624	0.302
20840	36.79	34.636	0.301
20850	36.791	34.626	0.302
20860	36.794	34.689	0.301
20870	36.795	34.664	0.302
20880	36.798	34.657	0.302
20890	36.799	34.649	0.302
20900	36.799	34.641	0.302
20910	36.802	34.666	0.301
20920	36.802	34.674	0.302
20930	36.804	34.693	0.302
20940	36.803	34.707	0.302
20950	36.806	34.708	0.301
20960	36.806	34.692	0.302
20970	36.808	34.712	0.301
20980	36.807	34.721	0.301
20990	36.804	34.712	0.302
21000	36.798	34.719	0.301
21010	36.791	34.682	0.302
21020	36.787	34.689	0.301
21030	36.784	34.749	0.302
21040	36.776	34.757	0.302
21050	36.773	34.757	0.302
21060	36.766	34.76	0.302
21070	36.762	34.782	0.302
21080	36.758	34.799	0.301
21090	36.754	34.764	0.302
21100	36.752	34.775	0.302
21110	36.747	34.795	0.302
21120	36.744	34.796	0.302
21130	36.742	34.825	0.301
21140	36.742	34.805	0.302
21150	36.743	34.799	0.302
21160	36.74	34.793	0.302
21170	36.743	34.816	0.302
21180	36.741	34.882	0.301
21190	36.739	34.816	0.302
21200	36.739	34.811	0.302
21210	36.745	34.838	0.302
21220	36.779	34.829	0.301
21230	36.798	34.874	0.301
21240	36.818	34.881	0.302
21250	36.836	34.856	0.302
21260	36.853	34.863	0.302
21270	36.871	34.872	0.302
21280	36.884	34.879	0.302
21290	36.897	34.907	0.301
21300	36.909	34.915	0.302
21310	36.92	34.914	0.302
21320	36.931	34.892	0.301
21330	36.94	34.917	0.302
21340	36.949	34.897	0.302
21350	36.957	34.933	0.301
21360	36.965	34.927	0.302
21370	36.973	34.935	0.302
21380	36.979	34.947	0.301
21390	36.99	34.952	0.302
21400	36.994	34.964	0.302
21410	37.005	34.984	0.302
21420	37.008	34.958	0.302
21430	37.017	34.953	0.302
21440	37.02	34.978	0.302
21450	37.02	35.015	0.302
21460	37.015	35.001	0.302
21470	37.014	34.999	0.302
21480	37.01	35.034	0.302
21490	37.008	35.035	0.301
21500	37.003	35.041	0.302
21510	36.999	35.046	0.301
21520	36.997	35.059	0.302
21530	36.991	35.063	0.302
21540	36.987	35.077	0.302
21550	36.984	35.077	0.302
21560	36.98	35.089	0.302
21570	36.98	35.096	0.302
21580	36.978	35.079	0.302
21590	36.976	35.103	0.301
21600	36.974	35.105	0.302
21610	36.973	35.117	0.302
21620	36.961	35.104	0.301
21630	36.068	35.115	0.299
21640	32.976	35.147	0.298
21650	28.511	35.157	0.298
21660	23.669	35.141	0.3
21670	21.555	35.092	0.302
21680	21.251	35.098	0.302
21690	20.466	35.073	0.302
21700	19.779	35.06	0.302
21710	19.226	35.076	0.302
21720	18.76	35.054	0.301
21730	18.357	34.981	0.302
21740	18.075	34.902	0.302
21750	17.883	34.828	0.301
21760	17.689	34.608	0.302
21770	17.521	34.402	0.301
21780	17.42	34.362	0.302
21790	17.331	34.052	0.301
21800	17.214	33.946	0.301
21810	17.138	33.88	0.301
21820	17.053	33.701	0.302
21830	16.955	33.468	0.302
21840	16.863	33.132	0.301
21850	16.858	32.86	0.302
21860	16.842	32.672	0.302
21870	16.812	32.712	0.301
21880	16.774	32.516	0.302
21890	16.734	32.297	0.302
21900	16.677	32.091	0.301
21910	16.623	31.829	0.301
21920	16.651	31.709	0.301
21930	16.647	31.455	0.302
21940	16.629	31.045	0.302
21950	16.608	30.807	0.302
21960	16.573	30.524	0.302
21970	16.536	30.382	0.302
21980	16.505	30.238	0.302
21990	16.557	30.103	0.302
22000	16.57	29.85	0.302
22010	16.557	29.667	0.302
22020	16.542	29.281	0.302
22030	16.517	29.113	0.302
22040	16.476	28.818	0.302
22050	16.461	28.77	0.301
22060	16.516	28.593	0.302
22070	16.527	28.294	0.302
22080	16.527	28.135	0.301
22090	16.51	28.09	0.302
22100	16.488	28.053	0.302
22110	16.458	27.848	0.301
22120	16.428	27.628	0.301
22130	16.482	27.415	0.301
22140	16.498	27.316	0.302
22150	16.497	27.316	0.301
22160	16.496	27.211	0.301
22170	16.478	27.009	0.302
22180	16.452	26.87	0.301
22190	16.477	26.703	0.302
22200	16.517	26.491	0.301
22210	16.527	26.576	0.301
22220	16.528	26.502	0.301
22230	16.519	26.32	0.301
22240	16.499	26.174	0.301
22250	16.476	26.019	0.301
22260	16.447	25.96	0.301
22270	16.456	25.89	0.3
22280	16.501	25.75	0.301
22290	16.511	25.717	0.3
22300	16.517	25.551	0.301
22310	16.505	25.49	0.301
22320	16.489	25.376	0.3
22330	16.466	25.296	0.3
22340	16.506	25.138	0.3
22350	16.543	25.028	0.3
22360	16.559	24.953	0.3
22370	16.568	24.851	0.3
22380	16.566	24.717	0.3
22390	16.555	24.738	0.3
22400	16.539	24.695	0.3
22410	16.518	24.74	0.3
22420	16.49	24.683	0.3
22430	16.487	24.58	0.3
22440	16.531	24.499	0.3
22450	16.539	24.463	0.3
22460	16.544	24.411	0.3
22470	16.545	24.308	0.3
22480	16.536	24.196	0.3
22490	16.521	24.113	0.299
22500	16.505	24.032	0.3
22510	16.483	23.966	0.3
22520	16.518	23.886	0.3
22530	16.543	23.829	0.299
22540	16.554	23.687	0.3
22550	16.562	23.616	0.299
22560	16.569	23.564	0.3
22570	16.575	23.525	0.299
22580	16.584	23.603	0.299
22590	16.591	23.566	0.3
22600	16.601	23.41	0.299
22610	16.611	23.341	0.3
22620	16.621	23.319	0.299
22630	16.634	23.291	0.299
22640	16.648	23.201	0.299
22650	16.69	23.202	0.3
22660	16.772	23.125	0.3
22670	16.826	23.005	0.3
22680	16.885	22.946	0.299
22690	16.94	22.931	0.299
22700	16.989	23.002	0.299
22710	17.037	23.013	0.299
22720	17.077	22.895	0.299
22730	17.118	22.919	0.299
22740	17.155	22.826	0.299
22750	17.191	22.733	0.3
22760	17.227	22.684	0.299
22770	17.261	22.676	0.3
22780	17.294	22.667	0.3
22790	17.323	22.573	0.299
22800	17.351	22.551	0.3
22810	17.376	22.44	0.3
22820	17.401	22.558	0.299
22830	17.427	22.586	0.3
22840	17.446	22.594	0.3
22850	17.47	22.564	0.3
22860	17.489	22.533	0.3
22870	17.508	22.44	0.3
22880	17.525	22.373	0.3
22890	17.541	22.373	0.3
22900	17.557	22.356	0.3
22910	17.57	22.358	0.3
22920	17.581	22.291	0.3
22930	17.589	22.225	0.3
22940	17.599	22.192	0.3
22950	17.587	22.107	0.3
22960	17.569	22.071	0.3
22970	17.562	22.153	0.3
22980	17.552	22.049	0.299
22990	17.546	21.996	0.3
23000	17.539	21.956	0.3
23010	17.537	21.886	0.299
23020	17.532	21.93	0.3
23030	17.469	21.909	0.299
23040	17.416	21.933	0.299
23050	17.373	21.841	0.3
23060	17.337	21.891	0.3
23070	17.302	21.845	0.299
23080	17.271	21.882	0.3
23090	17.243	21.905	0.3
23100	17.218	21.91	0.3
23110	17.198	21.824	0.299
23120	17.182	21.819	0.3
23130	17.17	21.86	0.3
23140	17.158	21.753	0.3
23150	17.148	21.694	0.3
23160	17.141	21.729	0.3
23170	17.134	21.67	0.3
23180	17.133	21.65	0.299
23190	17.128	21.656	0.3
23200	17.127	21.633	0.3
23210	17.124	21.641	0.3
23220	17.12	21.687	0.3
23230	17.119	21.694	0.3
23240	17.117	21.684	0.299
23250	17.113	21.645	0.3
23260	17.108	21.572	0.299
23270	17.108	21.576	0.3
23280	17.105	21.562	0.299
23290	17.099	21.549	0.3
23300	17.099	21.485	0.299
23310	17.094	21.48	0.299
23320	17.091	21.516	0.299
23330	17.087	21.497	0.299
23340	17.081	21.521	0.299
23350	17.078	21.498	0.3
23360	17.069	21.394	0.299
23370	17.064	21.475	0.3
23380	17.058	21.375	0.3
23390	17.054	21.36	0.299
23400	17.052	21.339	0.3
23410	17.049	21.319	0.3
23420	17.05	21.271	0.299
23430	17.047	21.376	0.299
23440	17.048	21.356	0.3
23450	17.044	21.349	0.3
23460	17.04	21.372	0.299
23470	17.043	21.239	0.299
23480	17.042	21.195	0.3
23490	17.04	21.284	0.299
23500	17.039	21.302	0.3
23510	17.036	21.355	0.299
23520	17.035	21.346	0.299
23530	17.033	21.219	0.299
23540	17.029	21.277	0.3
23550	17.026	21.236	0.299
23560	17.027	21.298	0.299
23570	17.025	21.202	0.299
23580	17.027	21.188	0.3
23590	17.027	21.135	0.299
23600	17.026	21.223	0.299
23610	17.026	21.148	0.299
23620	17.024	21.149	0.299
23630	17.024	21.087	0.3
23640	17.024	21.141	0.299
23650	17.022	21.13	0.299
23660	17.027	21.101	0.3
23670	17.027	20.998	0.299
23680	17.026	20.926	0.3
23690	17.028	20.988	0.299
23700	17.026	20.991	0.3
23710	17.027	20.935	0.3
23720	17.025	20.943	0.299
23730	17.024	21.058	0.3
23740	17.022	21.02	0.299
23750	17.019	20.97	0.299
23760	17.02	20.853	0.299
23770	17.019	20.872	0.299
23780	17.016	20.91	0.299
23790	17.013	20.927	0.299
23800	17.01	20.9	0.299
23810	17.009	20.835	0.299
23820	17.005	20.902	0.299
23830	17.005	20.752	0.299
23840	17.009	20.79	0.299
23850	17.015	20.753	0.299
23860	17.024	20.797	0.3
23870	17.03	20.883	0.299
23880	17.042	20.845	0.3
23890	17.049	20.869	0.299
23900	17.058	20.87	0.3
23910	17.065	20.787	0.299
23920	17.074	20.698	0.299
23930	17.084	20.775	0.299
23940	17.089	20.821	0.3
23950	17.098	20.726	0.299
23960	17.105	20.697	0.299
23970	17.113	20.811	0.299
23980	17.061	20.704	0.299
23990	17.004	20.702	0.299
24000	16.964	20.788	0.3
24010	16.927	20.728	0.299
24020	16.896	20.679	0.299
24030	16.87	20.699	0.299
24040	16.845	20.648	0.299
24050	16.822	20.608	0.299
24060	16.8	20.633	0.3
24070	16.783	20.572	0.299
24080	16.77	20.6	0.299
24090	16.757	20.637	0.299
24100	16.743	20.557	0.299
24110	16.735	20.539	0.299
24120	16.725	20.511	0.299
24130	16.717	20.485	0.299
24140	16.712	20.523	0.299
24150	16.71	20.516	0.299
24160	16.706	20.519	0.299
24170	16.705	20.609	0.299
24180	16.702	20.59	0.299
24190	16.698	20.555	0.299
24200	16.693	20.49	0.299
24210	16.692	20.543	0.299
24220	16.688	20.5	0.299
24230	16.683	20.448	0.299
24240	16.678	20.38	0.3
24250	16.676	20.409	0.299
24260	16.673	20.503	0.3
24270	16.671	20.454	0.299
24280	16.67	20.455	0.299
24290	16.67	20.356	0.299
24300	16.667	20.361	0.3
24310	16.663	20.343	0.299
24320	16.66	20.348	0.3
24330	16.658	20.372	0.299
24340	16.656	20.25	0.299
24350	16.654	20.27	0.3
24360	16.651	20.284	0.299
24370	16.646	20.237	0.299
24380	16.643	20.26	0.299
24390	16.642	20.283	0.299
24400	16.638	20.274	0.299
24410	16.634	20.257	0.299
24420	16.631	20.262	0.299
24430	16.625	20.183	0.3
24440	16.622	20.209	0.299
24450	16.639	20.308	0.299
24460	16.654	20.138	0.299
24470	16.665	20.178	0.299
24480	16.674	20.124	0.299
24490	16.678	20.171	0.3
24500	16.684	20.173	0.299
24510	16.687	20.133	0.299
24520	16.689	20.102	0.299
24530	16.69	20.154	0.299
24540	16.69	20.181	0.299
24550	16.692	20.151	0.299
24560	16.687	20.066	0.299
24570	16.687	20.17	0.299
24580	16.686	20.249	0.299
24590	16.721	20.214	0.299
24600	16.79	20.233	0.299
24610	16.83	20.303	0.299
24620	16.872	20.354	0.299
24630	16.905	20.212	0.299
24640	16.934	20.222	0.299
24650	16.962	20.268	0.299
24660	16.984	20.176	0.299
24670	17.003	20.126	0.299
24680	17.017	20.201	0.3
24690	17.035	20.169	0.3
24700	17.052	20.16	0.299
24710	17.064	20.147	0.299
24720	17.076	20.092	0.299
24730	17.083	20.171	0.299
24740	17.093	20.233	0.299
24750	17.104	20.093	0.302
24760	17.114	20.066	0.299
24770	17.129	20.062	0.299
24780	17.143	20.08	0.296
24790	17.155	20.078	0.299
24800	17.17	20.079	0.299
24810	17.185	20.063	0.302
24820	17.199	20.154	0.299
24830	17.212	20.137	0.299
24840	17.225	20.15	0.299
24850	17.236	20.14	0.299
24860	17.249	20.228	0.299
24870	17.26	20.287	0.299
24880	17.269	20.206	0.299
24890	17.279	20.101	0.299
24900	17.288	20.147	0.299
24910	17.298	20.176	0.299
24920	17.306	20.115	0.299
24930	17.313	20.17	0.299
24940	17.324	20.186	0.299
24950	17.329	20.174	0.299
24960	17.336	20.079	0.299
24970	17.343	20.082	0.3
24980	17.35	20.068	0.299
24990	17.358	20.196	0.3
25000	17.362	20.113	0.299
25010	17.366	20.128	0.299
25020	17.371	20.129	0.3
25030	17.375	20.22	0.3
25040	17.376	20.102	0.299
25050	17.378	20.097	0.299
25060	17.382	20.154	0.3
25070	17.386	20.132	0.3
25080	17.386	20.028	0.3
25090	17.39	20.041	0.299
25100	17.392	20.078	0.3
25110	17.392	20.119	0.299
25120	17.393	20.096	0.3
25130	17.381	20.105	0.299
25140	17.361	20.064	0.299
25150	17.35	20.092	0.299
25160	17.337	20.071	0.299
25170	17.329	20.145	0.3
25180	17.316	20.066	0.3
25190	17.308	20.074	0.3
25200	17.299	20.084	0.3
25210	17.29	20.091	0.3
25220	17.298	20.055	0.3
25230	17.645	20.106	0.299
25240	18.231	20.149	0.3
25250	18.8	20.097	0.3
25260	19.451	20.113	0.3
25270	20.197	20.091	0.301
25280	21.172	20.037	0.3
25290	22.394	20.023	0.3
25300	23.657	20.117	0.3
25310	24.82	20.114	0.3
25320	25.908	20.182	0.3
25330	26.973	20.123	0.3
25340	28.001	20.154	0.299
25350	28.953	20.195	0.299
25360	29.85	20.188	0.299
25370	30.681	20.185	0.299
25380	31.467	20.489	0.299
25390	32.206	20.452	0.3
25400	32.903	20.736	0.3
25410	33.562	20.825	0.299
25420	34.132	21.046	0.3
25430	34.627	21.157	0.299
25440	35.048	21.414	0.3
25450	35.411	21.664	0.299
25460	35.727	21.897	0.3
25470	36.024	22.258	0.3
25480	36.275	22.427	0.3
25490	36.515	22.681	0.3
25500	36.726	22.893	0.3
25510	36.909	22.996	0.3
25520	37.077	23.308	0.3
25530	37.222	23.536	0.3
25540	37.354	23.765	0.3
25550	37.476	24.007	0.3
25560	37.588	24.294	0.3
25570	37.672	24.518	0.3
25580	37.755	24.676	0.3
25590	37.801	24.869	0.3
25600	37.865	25.045	0.3
25610	37.918	25.229	0.301
25620	37.957	25.383	0.3
25630	37.99	25.559	0.301
25640	38.019	25.724	0.301
25650	38.056	25.899	0.3
25660	38.084	26.065	0.3
25670	38.079	26.333	0.3
25680	38.069	26.355	0.301
25690	38.069	26.638	0.3
25700	38.066	26.726	0.3
25710	37.994	26.9	0.301
25720	37.94	27.104	0.3
25730	37.886	27.211	0.3
25740	37.839	27.409	0.301
25750	37.796	27.5	0.301
25760	37.762	27.677	0.3
25770	37.726	27.908	0.301
25780	37.7	28.015	0.301
25790	37.674	28.067	0.301
25800	37.655	28.168	0.301
25810	37.567	28.384	0.3
25820	37.444	28.46	0.301
25830	37.36	28.627	0.301
25840	37.269	28.7	0.301
25850	37.197	28.792	0.301
25860	37.129	28.902	0.301
25870	37.065	29.043	0.301
25880	37.011	29.133	0.301
25890	36.964	29.297	0.301
25900	36.917	29.37	0.301
25910	36.886	29.475	0.3
25920	36.851	29.544	0.301
25930	36.825	29.628	0.301
25940	36.798	29.681	0.3
25950	36.781	29.742	0.3
25960	36.763	29.809	0.301
25970	36.75	29.856	0.301
25980	36.738	29.975	0.301
25990	36.728	30.024	0.301
26000	36.719	30.061	0.301
26010	36.712	30.067	0.301
26020	36.712	30.174	0.301
26030	36.708	30.18	0.301
26040	36.71	30.25	0.301
26050	36.711	30.403	0.301
26060	36.716	30.383	0.301
26070	36.722	30.443	0.301
26080	36.726	30.521	0.3
26090	36.735	30.63	0.301
26100	36.743	30.637	0.301
26110	36.751	30.557	0.301
26120	36.762	30.584	0.301
26130	36.776	30.65	0.3
26140	36.787	30.782	0.301
26150	36.805	30.788	0.301
26160	36.814	30.78	0.301
26170	36.826	30.834	0.301
26180	36.841	30.831	0.301
26190	36.855	30.951	0.301
26200	36.87	30.969	0.301
26210	36.882	30.986	0.301
26220	36.894	31.032	0.301
26230	36.907	30.995	0.301
26240	36.921	31.134	0.301
26250	36.939	31.12	0.301
26260	36.952	31.162	0.301
26270	36.975	31.267	0.301
26280	36.993	31.268	0.301
26290	37.009	31.3	0.301
26300	37.026	31.326	0.301
26310	37.045	31.333	0.301
26320	37.063	31.38	0.301
26330	37.078	31.475	0.301
26340	37.094	31.472	0.301
26350	37.113	31.544	0.301
26360	37.131	31.539	0.301
26370	37.147	31.567	0.301
26380	37.163	31.578	0.301
26390	37.181	31.631	0.301
26400	37.198	31.72	0.301
26410	37.218	31.753	0.301
26420	37.238	31.745	0.301
26430	37.256	31.744	0.301
26440	37.273	31.779	0.301
26450	37.296	31.78	0.301
26460	37.316	31.842	0.301
26470	37.338	31.94	0.301
26480	37.36	31.959	0.301
26490	37.382	31.992	0.301
26500	37.402	32.046	0.301
26510	37.423	32.084	0.301
26520	37.443	32.066	0.301
26530	37.463	32.104	0.301
26540	37.478	32.126	0.301
26550	37.498	32.163	0.301
26560	37.516	32.154	0.301
26570	37.535	32.203	0.301
26580	37.554	32.237	0.301
26590	37.572	32.308	0.302
26600	37.589	32.344	0.301
26610	37.585	32.354	0.301
26620	37.465	32.38	0.301
26630	37.396	32.391	0.301
26640	37.322	32.469	0.301
26650	37.263	32.465	0.301
26660	37.203	32.512	0.302
26670	37.153	32.537	0.301
26680	37.107	32.588	0.302
26690	37.066	32.627	0.301
26700	37.029	32.622	0.302
26710	36.991	32.677	0.301
26720	36.957	32.654	0.301
26730	36.928	32.707	0.302
26740	36.898	32.743	0.301
26750	36.874	32.684	0.301
26760	36.85	32.666	0.301
26770	36.827	32.805	0.301
26780	36.808	32.83	0.301
26790	36.789	32.825	0.301
26800	36.768	32.802	0.302
26810	36.755	32.831	0.301
26820	36.738	32.83	0.301
26830	36.725	32.856	0.302
26840	36.714	32.917	0.301
26850	36.703	32.988	0.301
26860	36.69	32.951	0.301
26870	36.674	32.954	0.302
26880	36.661	32.992	0.302
26890	36.647	33.04	0.302
26900	36.639	33.025	0.301
26910	36.63	33.08	0.301
26920	36.615	33.102	0.301
26930	36.603	33.102	0.301
26940	36.589	33.081	0.301
26950	36.578	33.111	0.301
26960	36.569	33.103	0.302
26970	36.557	33.154	0.301
26980	36.546	33.084	0.301
26990	36.533	33.11	0.301
27000	36.524	33.12	0.301
27010	36.516	33.126	0.301
27020	36.535	33.136	0.302
27030	36.552	33.193	0.301
27040	36.563	33.196	0.302
27050	36.572	33.243	0.301
27060	36.58	33.176	0.301
27070	36.588	33.227	0.301
27080	36.592	33.213	0.301
27090	36.599	33.213	0.302
27100	36.604	33.267	0.302
27110	36.613	33.257	0.301
27120	36.616	33.241	0.301
27130	36.643	33.259	0.302
27140	36.762	33.283	0.302
27150	36.828	33.266	0.301
27160	36.9	33.353	0.301
27170	36.964	33.255	0.302
27180	37.021	33.34	0.302
27190	37.073	33.343	0.301
27200	37.125	33.304	0.302
27210	37.171	33.348	0.301
27220	37.211	33.44	0.302
27230	37.247	33.383	0.301
27240	37.277	33.379	0.301
27250	37.305	33.442	0.302
27260	37.328	33.447	0.302
27270	37.35	33.495	0.301
27280	37.372	33.492	0.301
27290	37.388	33.514	0.301
27300	37.402	33.533	0.302
27310	37.419	33.507	0.301
27320	37.432	33.547	0.302
27330	37.443	33.579	0.302
27340	37.456	33.618	0.302
27350	37.466	33.636	0.301
27360	37.477	33.677	0.301
27370	37.487	33.709	0.302
27380	37.498	33.72	0.301
27390	37.503	33.76	0.301
27400	37.505	33.758	0.301
27410	37.508	33.781	0.301
27420	37.507	33.796	0.301
27430	37.504	33.8	0.301
27440	37.493	33.803	0.301
27450	37.454	33.808	0.301
27460	37.431	33.849	0.301
27470	37.406	33.877	0.301
27480	37.381	33.876	0.302
27490	37.359	33.882	0.302
27500	37.338	33.92	0.301
27510	37.319	33.931	0.301
27520	37.303	33.949	0.301
27530	37.29	33.97	0.301
27540	37.277	33.983	0.302
27550	37.265	33.999	0.301
27560	37.257	34.017	0.302
27570	37.248	34.021	0.301
27580	37.241	34.044	0.301
27590	37.233	34.037	0.301
27600	37.226	34.006	0.301
27610	37.218	34.082	0.301
27620	37.215	34.085	0.301
27630	37.207	34.066	0.301
27640	37.203	34.109	0.301
27650	37.198	34.128	0.301
27660	37.195	34.143	0.301
27670	37.193	34.153	0.301
27680	37.188	34.119	0.301
27690	37.132	34.148	0.301
27700	37.031	34.205	0.301
27710	36.96	34.208	0.301
27720	36.887	34.19	0.301
27730	36.825	34.224	0.301
27740	36.762	34.253	0.302
27750	36.707	34.274	0.301
27760	36.658	34.257	0.301
27770	36.613	34.248	0.302
27780	36.571	34.291	0.301
27790	36.535	34.288	0.302
27800	36.502	34.251	0.302
27810	36.47	34.264	0.302
27820	36.44	34.292	0.302
27830	36.415	34.298	0.301
27840	36.387	34.274	0.301
27850	36.366	34.305	0.301
27860	36.342	34.311	0.301
27870	36.324	34.306	0.301
27880	36.311	34.288	0.301
27890	36.294	34.264	0.302
27900	36.291	34.263	0.301
27910	36.291	34.247	0.301
27920	36.288	34.28	0.302
27930	36.289	34.269	0.301
27940	36.293	34.288	0.301
27950	36.304	34.278	0.301
27960	36.418	34.281	0.301
27970	36.496	34.249	0.301
27980	36.573	34.272	0.302
27990	36.638	34.27	0.301
28000	36.704	34.29	0.302
