Time[s]	Tin [C]	Tout[C]	FM[L/s]
10	30.506	34.26	46295.577
20	32.682	35.722	0.29
30	30.67	35.78	0.291
40	30.905	35.622	0.291
50	31.492	35.468	0.291
60	32.099	35.639	0.292
70	32.732	35.609	0.292
80	32.884	35.544	0.293
90	32.761	35.49	0.293
100	32.813	35.489	0.294
110	32.842	35.473	0.295
120	32.931	35.534	0.295
130	33.05	35.436	0.296
140	33.25	35.382	0.296
150	33.485	35.236	0.296
160	33.679	35.133	0.297
170	33.913	35.107	0.297
180	34.204	35.097	0.297
190	34.432	35.092	0.298
200	34.653	35.023	0.298
210	34.858	34.974	0.298
220	35.045	34.91	0.298
230	35.213	34.958	0.299
240	35.365	34.889	0.299
250	35.495	34.908	0.299
260	35.611	34.855	0.299
270	35.722	34.813	0.299
280	35.822	34.818	0.299
290	35.911	34.789	0.299
300	36.003	34.761	0.3
310	36.081	34.712	0.299
320	36.161	34.697	0.299
330	36.235	34.651	0.3
340	36.31	34.73	0.3
350	36.376	34.81	0.3
360	36.446	34.77	0.3
370	36.517	34.794	0.3
380	36.584	34.848	0.3
390	36.645	34.817	0.3
400	36.708	34.812	0.3
410	36.765	34.862	0.3
420	36.817	34.907	0.301
430	36.869	34.881	0.3
440	36.922	34.925	0.3
450	36.971	34.977	0.3
460	37.021	34.967	0.301
470	37.067	34.994	0.3
480	37.113	35.017	0.301
490	37.157	35.031	0.301
500	37.195	35.048	0.301
510	37.236	35.093	0.301
520	37.28	35.133	0.301
530	37.321	35.153	0.301
540	37.358	35.164	0.301
550	37.394	35.192	0.301
560	37.43	35.215	0.3
570	37.466	35.237	0.301
580	37.495	35.26	0.3
590	37.528	35.325	0.301
600	37.561	35.332	0.3
610	37.588	35.379	0.3
620	37.622	35.38	0.3
630	37.649	35.411	0.301
640	37.68	35.444	0.301
650	37.711	35.47	0.3
660	37.712	35.502	0.3
670	37.714	35.523	0.3
680	37.724	35.551	0.301
690	37.731	35.569	0.301
700	37.737	35.583	0.3
710	37.687	35.622	0.3
720	37.587	35.636	0.3
730	37.537	35.654	0.301
740	37.481	35.691	0.3
750	37.429	35.707	0.301
760	37.388	35.741	0.3
770	37.345	35.756	0.301
780	37.308	35.786	0.3
790	37.276	35.806	0.3
800	37.247	35.833	0.3
810	37.224	35.82	0.3
820	37.203	35.859	0.3
830	37.184	35.877	0.3
840	37.168	35.89	0.3
850	37.157	35.909	0.3
860	37.142	35.923	0.3
870	37.128	35.945	0.3
880	37.124	35.951	0.3
890	37.117	35.963	0.3
900	37.106	35.966	0.3
910	37.104	36.007	0.3
920	37.1	36.01	0.3
930	37.093	36.007	0.3
940	37.093	36.027	0.3
950	37.093	36.037	0.3
960	37.088	36.034	0.299
970	37.087	36.048	0.299
980	37.091	36.073	0.3
990	37.092	36.083	0.3
1000	37.095	36.075	0.3
1010	37.093	36.074	0.3
1020	37.099	36.089	0.3
1030	37.103	36.094	0.3
1040	37.102	36.095	0.3
1050	37.105	36.102	0.3
1060	37.109	36.121	0.3
1070	37.113	36.13	0.3
1080	37.118	36.12	0.3
1090	37.119	36.132	0.3
1100	37.122	36.147	0.3
1110	37.129	36.147	0.3
1120	37.133	36.144	0.3
1130	37.139	36.147	0.3
1140	37.143	36.165	0.3
1150	37.145	36.173	0.3
1160	37.153	36.175	0.3
1170	37.153	36.173	0.3
1180	37.159	36.181	0.3
1190	37.164	36.18	0.3
1200	37.166	36.191	0.3
1210	37.169	36.197	0.3
1220	37.165	36.199	0.3
1230	37.057	36.198	0.3
1240	36.999	36.212	0.3
1250	36.947	36.22	0.3
1260	36.889	36.203	0.301
1270	36.842	36.229	0.3
1280	36.801	36.227	0.3
1290	36.765	36.222	0.3
1300	36.73	36.246	0.3
1310	36.701	36.248	0.301
1320	36.672	36.245	0.3
1330	36.654	36.251	0.301
1340	36.627	36.257	0.301
1350	36.608	36.261	0.3
1360	36.591	36.26	0.3
1370	36.578	36.262	0.3
1380	36.571	36.267	0.301
1390	36.563	36.274	0.301
1400	36.557	36.281	0.3
1410	36.548	36.282	0.301
1420	36.54	36.283	0.301
1430	36.541	36.283	0.301
1440	36.538	36.282	0.3
1450	36.536	36.287	0.3
1460	36.535	36.287	0.3
1470	36.539	36.285	0.3
1480	36.542	36.284	0.301
1490	36.543	36.284	0.3
1500	36.546	36.286	0.301
1510	36.548	36.289	0.3
1520	36.555	36.29	0.301
1530	36.563	36.288	0.301
1540	36.572	36.288	0.301
1550	36.579	36.284	0.301
1560	36.589	36.284	0.301
1570	36.609	36.282	0.3
1580	36.638	36.28	0.3
1590	36.66	36.273	0.301
1600	36.679	36.278	0.301
1610	36.7	36.278	0.301
1620	36.721	36.277	0.3
1630	36.74	36.277	0.3
1640	36.758	36.279	0.301
1650	36.782	36.277	0.301
1660	36.8	36.283	0.3
1670	36.816	36.287	0.301
1680	36.833	36.283	0.301
1690	36.851	36.29	0.301
1700	36.869	36.287	0.301
1710	36.885	36.284	0.301
1720	36.905	36.286	0.3
1730	36.92	36.29	0.301
1740	36.938	36.292	0.3
1750	36.947	36.29	0.3
1760	36.955	36.292	0.301
1770	36.969	36.293	0.3
1780	36.976	36.292	0.3
1790	36.984	36.298	0.3
1800	36.99	36.301	0.3
1810	36.994	36.306	0.301
1820	37.008	36.313	0.3
1830	37.017	36.31	0.301
1840	37.024	36.303	0.3
1850	37.028	36.308	0.3
1860	37.04	36.319	0.301
1870	37.047	36.306	0.301
1880	37.052	36.323	0.3
1890	37.057	36.319	0.3
1900	37.057	36.329	0.301
1910	37.062	36.323	0.3
1920	37.065	36.33	0.3
1930	37.069	36.337	0.3
1940	37.069	36.339	0.301
1950	37.068	36.341	0.3
1960	37.066	36.342	0.3
1970	37.071	36.337	0.3
1980	37.074	36.344	0.3
1990	37.076	36.353	0.301
2000	37.081	36.352	0.3
2010	37.079	36.355	0.301
2020	37.077	36.35	0.3
2030	37.073	36.361	0.3
2040	37.072	36.365	0.3
2050	37.072	36.366	0.3
2060	37.07	36.363	0.301
2070	37.064	36.372	0.3
2080	37.059	36.371	0.301
2090	37.058	36.377	0.301
2100	37.057	36.376	0.301
2110	37.053	36.383	0.3
2120	37.051	36.396	0.301
2130	37.053	36.391	0.3
2140	37.051	36.406	0.3
2150	37.049	36.404	0.3
2160	37.044	36.403	0.3
2170	37.039	36.421	0.301
2180	37.037	36.414	0.301
2190	37.031	36.411	0.301
2200	37.03	36.423	0.301
2210	37.028	36.416	0.3
2220	37.022	36.432	0.301
2230	37.016	36.439	0.3
2240	37.011	36.432	0.301
2250	37.006	36.448	0.301
2260	37	36.448	0.301
2270	36.995	36.442	0.301
2280	36.992	36.456	0.302
2290	36.992	36.454	0.301
2300	36.997	36.454	0.302
2310	36.994	36.451	0.302
2320	36.997	36.459	0.302
2330	36.995	36.453	0.302
2340	36.993	36.463	0.301
2350	36.989	36.469	0.301
2360	36.979	36.481	0.301
2370	36.971	36.473	0.301
2380	36.965	36.478	0.301
2390	36.96	36.476	0.301
2400	36.955	36.48	0.301
2410	36.95	36.486	0.301
2420	36.941	36.487	0.301
2430	36.938	36.492	0.301
2440	36.937	36.496	0.301
2450	36.935	36.504	0.301
2460	36.933	36.5	0.301
2470	36.934	36.503	0.301
2480	36.933	36.506	0.302
2490	36.932	36.502	0.301
2500	36.929	36.508	0.301
2510	36.92	36.507	0.301
2520	36.916	36.51	0.301
2530	36.909	36.516	0.301
2540	36.908	36.51	0.301
2550	36.9	36.516	0.3
2560	36.896	36.515	0.301
2570	36.892	36.519	0.301
2580	36.887	36.522	0.301
2590	36.89	36.526	0.301
2600	36.88	36.526	0.301
2610	36.877	36.528	0.301
2620	36.87	36.531	0.301
2630	36.862	36.526	0.301
2640	36.857	36.529	0.301
2650	36.853	36.53	0.301
2660	36.849	36.533	0.301
2670	36.845	36.526	0.301
2680	36.843	36.531	0.301
2690	36.839	36.529	0.301
2700	36.837	36.531	0.3
2710	36.838	36.533	0.301
2720	36.833	36.536	0.301
2730	36.833	36.534	0.301
2740	36.831	36.536	0.301
2750	36.828	36.533	0.301
2760	36.833	36.536	0.301
2770	36.832	36.531	0.301
2780	36.834	36.532	0.301
2790	36.941	36.532	0.301
2800	37.03	36.532	0.301
2810	37.095	36.531	0.301
2820	37.157	36.531	0.301
2830	37.213	36.538	0.301
2840	37.267	36.541	0.301
2850	37.309	36.541	0.301
2860	37.35	36.551	0.301
2870	37.388	36.552	0.301
2880	37.422	36.551	0.301
2890	37.454	36.554	0.301
2900	37.483	36.564	0.301
2910	37.512	36.561	0.301
2920	37.536	36.563	0.301
2930	37.559	36.557	0.301
2940	37.581	36.568	0.301
2950	37.599	36.566	0.301
2960	37.619	36.557	0.301
2970	37.636	36.56	0.301
2980	37.657	36.577	0.301
2990	37.67	36.579	0.301
3000	37.687	36.579	0.301
3010	37.687	36.579	0.301
3020	37.673	36.58	0.301
3030	37.669	36.586	0.301
3040	37.664	36.594	0.301
3050	37.662	36.59	0.301
3060	37.656	36.608	0.301
3070	37.562	36.607	0.301
3080	37.441	36.611	0.301
3090	37.368	36.619	0.301
3100	37.283	36.619	0.301
3110	37.214	36.643	0.301
3120	37.145	36.631	0.302
3130	37.088	36.657	0.301
3140	37.033	36.65	0.301
3150	36.986	36.658	0.301
3160	36.939	36.68	0.301
3170	36.893	36.685	0.302
3180	36.848	36.685	0.301
3190	36.803	36.686	0.301
3200	36.766	36.695	0.301
3210	36.731	36.696	0.301
3220	36.696	36.698	0.301
3230	36.66	36.691	0.301
3240	36.632	36.702	0.301
3250	36.602	36.697	0.302
3260	36.578	36.695	0.301
3270	36.555	36.7	0.301
3280	36.529	36.701	0.301
3290	36.509	36.7	0.302
3300	36.485	36.699	0.301
3310	36.471	36.697	0.301
3320	36.454	36.693	0.302
3330	36.435	36.692	0.302
3340	36.423	36.684	0.301
3350	36.422	36.675	0.302
3360	36.452	36.673	0.301
3370	36.466	36.664	0.301
3380	36.48	36.647	0.301
3390	36.489	36.638	0.301
3400	36.498	36.639	0.302
3410	36.504	36.628	0.301
3420	36.514	36.623	0.301
3430	36.518	36.621	0.301
3440	36.522	36.615	0.302
3450	36.609	36.608	0.301
3460	36.718	36.596	0.302
3470	36.785	36.595	0.301
3480	36.863	36.592	0.302
3490	36.924	36.597	0.302
3500	36.983	36.59	0.302
3510	37.033	36.599	0.301
3520	37.083	36.596	0.301
3530	37.124	36.591	0.301
3540	37.165	36.59	0.302
3550	37.2	36.594	0.301
3560	37.228	36.585	0.301
3570	37.259	36.598	0.301
3580	37.283	36.593	0.302
3590	37.306	36.601	0.301
3600	37.325	36.586	0.301
3610	37.342	36.603	0.301
3620	37.36	36.624	0.301
3630	37.373	36.616	0.301
3640	37.384	36.634	0.301
3650	37.395	36.623	0.301
3660	37.406	36.626	0.302
3670	37.414	36.632	0.301
3680	37.42	36.64	0.301
3690	37.427	36.637	0.301
3700	37.431	36.647	0.301
3710	37.438	36.644	0.301
3720	37.439	36.661	0.302
3730	37.44	36.659	0.301
3740	37.444	36.66	0.301
3750	37.446	36.67	0.302
3760	37.452	36.671	0.301
3770	37.449	36.674	0.301
3780	37.452	36.678	0.301
3790	37.455	36.696	0.301
3800	37.456	36.69	0.301
3810	37.455	36.692	0.301
3820	37.459	36.696	0.301
3830	37.459	36.708	0.301
3840	37.463	36.722	0.301
3850	37.381	36.716	0.302
3860	37.283	36.734	0.301
3870	37.228	36.733	0.302
3880	37.163	36.738	0.301
3890	37.112	36.74	0.301
3900	37.06	36.741	0.302
3910	37.015	36.743	0.302
3920	36.976	36.743	0.301
3930	36.935	36.751	0.302
3940	36.902	36.744	0.301
3950	36.871	36.751	0.301
3960	36.84	36.752	0.301
3970	36.816	36.746	0.301
3980	36.793	36.75	0.301
3990	36.771	36.75	0.302
4000	36.75	36.747	0.301
4010	36.729	36.749	0.301
4020	36.712	36.75	0.301
4030	36.695	36.744	0.301
4040	36.68	36.746	0.301
4050	36.668	36.75	0.301
4060	36.662	36.747	0.301
4070	36.647	36.74	0.301
4080	36.638	36.735	0.301
4090	36.629	36.731	0.301
4100	36.623	36.729	0.301
4110	36.616	36.727	0.301
4120	36.611	36.724	0.301
4130	36.603	36.713	0.301
4140	36.603	36.711	0.301
4150	36.601	36.713	0.301
4160	36.601	36.703	0.301
4170	36.602	36.694	0.301
4180	36.604	36.692	0.301
4190	36.604	36.686	0.301
4200	36.602	36.681	0.301
4210	36.602	36.676	0.301
4220	36.604	36.672	0.301
4230	36.605	36.667	0.301
4240	36.606	36.66	0.301
4250	36.607	36.646	0.301
4260	36.623	36.654	0.301
4270	36.652	36.647	0.301
4280	36.672	36.643	0.301
4290	36.689	36.641	0.302
4300	36.704	36.633	0.301
4310	36.718	36.63	0.301
4320	36.73	36.63	0.301
4330	36.743	36.63	0.301
4340	36.756	36.63	0.301
4350	36.771	36.629	0.301
4360	36.782	36.622	0.302
4370	36.793	36.628	0.301
4380	36.805	36.62	0.301
4390	36.819	36.62	0.301
4400	36.828	36.613	0.301
4410	36.839	36.606	0.301
4420	36.846	36.613	0.3
4430	36.854	36.616	0.301
4440	36.862	36.618	0.301
4450	36.866	36.615	0.301
4460	36.872	36.61	0.301
4470	36.877	36.61	0.301
4480	36.88	36.607	0.301
4490	36.885	36.61	0.301
4500	36.886	36.607	0.301
4510	36.892	36.612	0.301
4520	36.893	36.611	0.301
4530	36.896	36.616	0.301
4540	36.9	36.617	0.301
4550	36.9	36.614	0.301
4560	36.902	36.612	0.301
4570	36.903	36.614	0.301
4580	36.902	36.616	0.301
4590	36.903	36.619	0.301
4600	36.905	36.611	0.301
4610	36.909	36.615	0.301
4620	36.907	36.619	0.301
4630	36.907	36.616	0.301
4640	36.909	36.616	0.301
4650	36.91	36.617	0.301
4660	36.911	36.613	0.301
4670	36.911	36.62	0.301
4680	36.993	36.629	0.301
4690	37.095	36.621	0.301
4700	37.164	36.625	0.301
4710	37.238	36.623	0.301
4720	37.304	36.622	0.301
4730	37.372	36.639	0.301
4740	37.429	36.634	0.301
4750	37.483	36.642	0.301
4760	37.533	36.651	0.301
4770	37.579	36.644	0.301
4780	37.621	36.643	0.301
4790	37.662	36.643	0.301
4800	37.7	36.658	0.301
4810	37.732	36.668	0.301
4820	37.764	36.666	0.301
4830	37.79	36.677	0.301
4840	37.816	36.686	0.301
4850	37.814	36.682	0.301
4860	37.81	36.684	0.301
4870	37.814	36.687	0.301
4880	37.812	36.691	0.301
4890	37.809	36.689	0.301
4900	37.731	36.699	0.3
4910	37.625	36.704	0.3
4920	37.559	36.704	0.301
4930	37.482	36.724	0.3
4940	37.418	36.723	0.301
4950	37.356	36.727	0.301
4960	37.3	36.748	0.301
4970	37.253	36.759	0.301
4980	37.21	36.769	0.301
4990	37.17	36.77	0.301
5000	37.136	36.773	0.301
5010	37.101	36.782	0.301
5020	37.071	36.781	0.301
5030	37.042	36.789	0.3
5040	37.015	36.79	0.301
5050	36.993	36.799	0.301
5060	36.974	36.807	0.301
5070	36.956	36.807	0.3
5080	36.94	36.81	0.301
5090	36.924	36.814	0.301
5100	36.911	36.812	0.301
5110	36.898	36.817	0.3
5120	36.89	36.811	0.301
5130	36.879	36.814	0.3
5140	36.869	36.817	0.301
5150	36.864	36.816	0.301
5160	36.856	36.819	0.3
5170	36.853	36.82	0.301
5180	36.845	36.815	0.301
5190	36.836	36.814	0.3
5200	36.831	36.811	0.301
5210	36.825	36.812	0.301
5220	36.822	36.809	0.3
5230	36.821	36.807	0.301
5240	36.816	36.807	0.301
5250	36.81	36.804	0.3
5260	36.807	36.802	0.3
5270	36.802	36.799	0.3
5280	36.799	36.794	0.301
5290	36.8	36.792	0.3
5300	36.798	36.791	0.301
5310	36.796	36.785	0.3
5320	36.793	36.786	0.3
5330	36.795	36.788	0.3
5340	36.791	36.781	0.3
5350	36.789	36.774	0.3
5360	36.787	36.77	0.3
5370	36.787	36.766	0.3
5380	36.785	36.764	0.3
5390	36.782	36.765	0.3
5400	36.785	36.755	0.3
5410	36.784	36.754	0.3
5420	36.784	36.756	0.3
5430	36.786	36.748	0.3
5440	36.785	36.746	0.3
5450	36.787	36.74	0.3
5460	36.789	36.737	0.3
5470	36.792	36.737	0.3
5480	36.79	36.733	0.3
5490	36.791	36.736	0.3
5500	36.79	36.727	0.3
5510	36.791	36.729	0.3
5520	36.789	36.725	0.3
5530	36.789	36.724	0.3
5540	36.794	36.724	0.3
5550	36.791	36.718	0.3
5560	36.79	36.719	0.3
5570	36.786	36.712	0.3
5580	36.788	36.712	0.3
5590	36.785	36.71	0.3
5600	36.785	36.709	0.303
5610	36.781	36.707	0.297
5620	36.779	36.709	0.3
5630	36.779	36.701	0.3
5640	36.778	36.701	0.3
5650	36.778	36.699	0.303
5660	36.78	36.697	0.297
5670	36.781	36.691	0.303
5680	36.779	36.689	0.297
5690	36.788	36.687	0.303
5700	36.825	36.695	0.3
5710	36.848	36.686	0.297
5720	36.87	36.687	0.303
5730	36.894	36.689	0.3
5740	36.914	36.684	0.3
5750	36.929	36.681	0.3
5760	36.948	36.681	0.299
5770	36.959	36.686	0.3
5780	36.976	36.689	0.3
5790	36.988	36.677	0.3
5800	37	36.681	0.3
5810	37.009	36.677	0.3
5820	37.021	36.68	0.3
5830	37.028	36.685	0.3
5840	37.04	36.689	0.3
5850	37.045	36.693	0.3
5860	37.052	36.693	0.3
5870	37.059	36.694	0.3
5880	37.065	36.691	0.299
5890	37.07	36.697	0.3
5900	37.076	36.699	0.3
5910	37.082	36.694	0.3
5920	37.085	36.701	0.3
5930	37.092	36.703	0.3
5940	37.093	36.707	0.3
5950	37.098	36.707	0.3
5960	37.104	36.715	0.3
5970	37.105	36.712	0.3
5980	37.109	36.708	0.3
5990	37.112	36.715	0.3
6000	37.111	36.721	0.3
6010	37.118	36.721	0.3
6020	37.122	36.723	0.3
6030	37.126	36.726	0.3
6040	37.127	36.724	0.3
6050	37.127	36.728	0.3
6060	37.13	36.726	0.3
6070	37.132	36.728	0.3
6080	37.132	36.735	0.3
6090	37.135	36.731	0.3
6100	37.135	36.732	0.3
6110	37.14	36.735	0.3
6120	37.138	36.735	0.3
6130	37.136	36.746	0.3
6140	37.135	36.746	0.3
6150	37.135	36.75	0.3
6160	37.131	36.753	0.3
6170	37.129	36.755	0.3
6180	37.125	36.755	0.3
6190	37.122	36.755	0.3
6200	37.12	36.753	0.3
6210	37.118	36.751	0.3
6220	37.118	36.761	0.3
6230	37.115	36.762	0.3
6240	37.116	36.757	0.3
6250	37.111	36.763	0.3
6260	37.112	36.759	0.3
6270	37.115	36.763	0.3
6280	37.119	36.767	0.3
6290	37.118	36.769	0.3
6300	37.118	36.772	0.3
6310	37.114	36.77	0.3
6320	37.116	36.778	0.3
6330	37.117	36.767	0.3
6340	37.115	36.781	0.3
6350	37.114	36.781	0.3
6360	37.115	36.779	0.3
6370	37.115	36.78	0.3
6380	37.117	36.781	0.3
6390	37.117	36.787	0.3
6400	37.121	36.789	0.3
6410	37.119	36.787	0.3
6420	37.122	36.789	0.3
6430	37.122	36.787	0.3
6440	37.121	36.792	0.3
6450	37.122	36.792	0.3
6460	37.124	36.79	0.3
6470	37.123	36.792	0.3
6480	37.124	36.788	0.3
6490	37.124	36.796	0.3
6500	37.117	36.802	0.3
6510	37.113	36.797	0.3
6520	37.109	36.799	0.3
6530	37.104	36.8	0.3
6540	37.098	36.802	0.3
6550	37.088	36.799	0.3
6560	37.082	36.801	0.3
6570	37.074	36.804	0.3
6580	37.066	36.805	0.3
6590	37.061	36.805	0.3
6600	37.056	36.806	0.3
6610	37.052	36.808	0.3
6620	37.046	36.808	0.3
6630	37.047	36.806	0.3
6640	37.042	36.803	0.3
6650	37.039	36.805	0.3
6660	37.034	36.81	0.3
6670	37.035	36.808	0.3
6680	37.032	36.811	0.3
6690	37.029	36.81	0.3
6700	37.028	36.811	0.3
6710	37.024	36.815	0.3
6720	37.025	36.813	0.3
6730	37.023	36.814	0.3
6740	37.023	36.813	0.3
6750	37.02	36.81	0.3
6760	37.017	36.808	0.3
6770	37.018	36.811	0.3
6780	37.013	36.811	0.3
6790	37.01	36.811	0.3
6800	37.011	36.808	0.3
6810	37.014	36.813	0.3
6820	37.014	36.811	0.3
6830	37.012	36.81	0.3
6840	37.014	36.813	0.3
6850	37.013	36.81	0.3
6860	37.014	36.813	0.3
6870	37.011	36.813	0.3
6880	37.01	36.811	0.3
6890	37.011	36.811	0.3
6900	37.011	36.81	0.3
6910	37.012	36.811	0.3
6920	37.011	36.81	0.3
6930	37.012	36.808	0.3
6940	37.012	36.812	0.3
6950	37.008	36.814	0.3
6960	37.01	36.812	0.3
6970	37.014	36.81	0.3
6980	37.013	36.81	0.3
6990	37.011	36.812	0.3
7000	37.015	36.81	0.3
7010	37.014	36.808	0.3
7020	37.014	36.809	0.3
7030	37.016	36.813	0.3
7040	37.016	36.812	0.3
7050	37.018	36.807	0.3
7060	37.015	36.809	0.3
7070	37.016	36.81	0.3
7080	37.014	36.805	0.3
7090	37.016	36.808	0.3
7100	37.016	36.807	0.3
7110	37.015	36.809	0.3
7120	37.016	36.809	0.3
7130	37.014	36.807	0.3
7140	37.013	36.806	0.3
7150	37.013	36.811	0.3
7160	37.012	36.805	0.3
7170	37.012	36.809	0.299
7180	37.013	36.809	0.3
7190	37.011	36.81	0.3
7200	37.013	36.81	0.3
7210	37.013	36.81	0.3
7220	37.014	36.808	0.3
7230	37.012	36.809	0.3
7240	37.012	36.805	0.3
7250	37.011	36.806	0.3
7260	37.011	36.81	0.3
7270	37.013	36.808	0.3
7280	37.012	36.803	0.3
7290	37.012	36.808	0.3
7300	37.012	36.799	0.3
7310	37.009	36.803	0.3
7320	37.016	36.797	0.3
7330	37.017	36.803	0.3
7340	37.017	36.806	0.3
7350	37.016	36.807	0.3
7360	37.019	36.806	0.3
7370	37.019	36.805	0.3
7380	37.017	36.807	0.3
7390	37.021	36.809	0.3
7400	37.021	36.811	0.3
7410	37.018	36.81	0.3
7420	37.019	36.808	0.3
7430	37.017	36.804	0.3
7440	37.016	36.804	0.3
7450	37.019	36.809	0.3
7460	37.016	36.807	0.3
7470	37.015	36.812	0.3
7480	37.014	36.812	0.3
7490	37.015	36.808	0.3
7500	37.016	36.807	0.3
7510	37.013	36.806	0.3
7520	37.013	36.805	0.3
7530	37.015	36.811	0.3
7540	37.016	36.808	0.3
7550	37.018	36.81	0.3
7560	37.014	36.809	0.3
7570	37.016	36.807	0.3
7580	37.017	36.811	0.301
7590	37.018	36.802	0.3
7600	37.018	36.804	0.301
7610	37.019	36.81	0.3
7620	37.022	36.807	0.301
7630	37.02	36.809	0.3
7640	37.023	36.808	0.3
7650	37.02	36.806	0.3
7660	37.022	36.805	0.3
7670	37.023	36.805	0.301
7680	37.021	36.808	0.3
7690	37.024	36.807	0.3
7700	37.024	36.81	0.301
7710	37.024	36.809	0.3
7720	37.023	36.809	0.301
7730	37.024	36.811	0.301
7740	37.024	36.81	0.3
7750	37.023	36.81	0.3
7760	37.02	36.809	0.3
7770	37.021	36.802	0.3
7780	37.026	36.807	0.301
7790	37.026	36.808	0.301
7800	37.028	36.806	0.301
7810	37.027	36.809	0.301
7820	37.03	36.813	0.301
7830	37.031	36.807	0.301
7840	37.034	36.809	0.301
7850	37.036	36.811	0.301
7860	37.04	36.81	0.301
7870	37.041	36.815	0.301
7880	37.044	36.809	0.301
7890	37.039	36.81	0.301
7900	37.041	36.811	0.301
7910	37.042	36.812	0.301
7920	37.042	36.812	0.301
7930	37.045	36.816	0.301
7940	37.047	36.815	0.301
7950	37.049	36.816	0.301
7960	37.048	36.816	0.301
7970	37.048	36.811	0.301
7980	37.049	36.814	0.301
7990	37.048	36.816	0.301
8000	37.052	36.811	0.301
8010	37.05	36.817	0.301
8020	37.05	36.811	0.302
8030	37.053	36.813	0.301
8040	37.054	36.817	0.301
8050	37.058	36.817	0.302
8060	37.055	36.815	0.301
8070	37.06	36.815	0.301
8080	37.061	36.82	0.301
8090	37.066	36.815	0.302
8100	37.068	36.819	0.301
8110	37.069	36.817	0.302
8120	37.071	36.821	0.301
8130	37.075	36.819	0.301
8140	37.079	36.811	0.301
8150	37.077	36.82	0.301
8160	37.08	36.822	0.301
8170	37.081	36.822	0.301
8180	37.084	36.83	0.301
8190	37.083	36.821	0.302
8200	37.087	36.826	0.301
8210	37.087	36.824	0.302
8220	37.088	36.824	0.301
8230	37.092	36.826	0.302
8240	37.098	36.823	0.302
8250	37.096	36.822	0.301
8260	37.094	36.825	0.302
8270	37.097	36.832	0.302
8280	37.096	36.832	0.301
8290	37.099	36.832	0.302
8300	37.099	36.835	0.301
8310	37.101	36.831	0.301
8320	37.1	36.827	0.302
8330	37.1	36.833	0.302
8340	37.099	36.834	0.301
8350	37.1	36.832	0.302
8360	37.098	36.835	0.302
8370	37.098	36.84	0.302
8380	37.1	36.836	0.302
8390	37.101	36.83	0.302
8400	37.102	36.837	0.302
8410	37.102	36.839	0.302
8420	37.104	36.838	0.301
8430	37.105	36.843	0.302
8440	37.103	36.843	0.301
8450	37.104	36.841	0.301
8460	37.105	36.841	0.302
8470	37.101	36.84	0.301
8480	37.104	36.841	0.301
8490	37.101	36.845	0.302
8500	37.104	36.844	0.302
8510	37.104	36.844	0.302
8520	37.103	36.848	0.302
8530	37.105	36.842	0.302
8540	37.105	36.845	0.302
8550	37.104	36.85	0.302
8560	37.105	36.852	0.302
8570	37.101	36.85	0.302
8580	37.104	36.85	0.302
8590	37.1	36.844	0.302
8600	37.101	36.853	0.302
8610	37.102	36.855	0.302
8620	37.099	36.851	0.301
8630	37.102	36.85	0.302
8640	37.102	36.858	0.301
8650	37.101	36.855	0.302
8660	37.104	36.862	0.301
8670	37.106	36.858	0.302
8680	37.108	36.855	0.302
8690	37.107	36.857	0.302
8700	37.105	36.856	0.302
8710	37.104	36.855	0.302
8720	37.104	36.856	0.302
8730	37.103	36.862	0.302
8740	37.104	36.859	0.302
8750	37.043	36.861	0.302
8760	36.952	36.864	0.302
8770	36.898	36.866	0.302
8780	36.832	36.858	0.302
8790	36.78	36.859	0.302
8800	36.73	36.858	0.302
8810	36.687	36.857	0.302
8820	36.646	36.854	0.302
8830	36.607	36.852	0.302
8840	36.569	36.848	0.302
8850	36.537	36.843	0.302
8860	36.509	36.842	0.302
8870	36.484	36.835	0.302
8880	36.46	36.828	0.302
8890	36.435	36.824	0.302
8900	36.417	36.819	0.302
8910	36.393	36.814	0.302
8920	36.377	36.815	0.302
8930	36.363	36.805	0.302
8940	36.346	36.803	0.302
8950	36.332	36.798	0.302
8960	36.317	36.787	0.302
8970	36.307	36.783	0.302
8980	36.306	36.775	0.302
8990	36.312	36.763	0.302
9000	36.316	36.75	0.302
9010	36.319	36.742	0.302
9020	36.321	36.751	0.302
9030	36.349	36.747	0.302
9040	36.473	36.728	0.302
9050	36.544	36.723	0.302
9060	36.621	36.72	0.302
9070	36.691	36.714	0.302
9080	36.749	36.717	0.302
9090	36.81	36.716	0.302
9100	36.858	36.702	0.302
9110	36.907	36.703	0.302
9120	36.948	36.7	0.302
9130	36.989	36.697	0.302
9140	37.025	36.695	0.302
9150	37.053	36.695	0.302
9160	37.083	36.697	0.302
9170	37.11	36.692	0.302
9180	37.137	36.697	0.302
9190	37.157	36.7	0.302
9200	37.178	36.697	0.301
9210	37.2	36.689	0.302
9220	37.219	36.685	0.302
9230	37.236	36.687	0.302
9240	37.252	36.69	0.301
9250	37.262	36.696	0.302
9260	37.274	36.698	0.301
9270	37.283	36.716	0.302
9280	37.293	36.714	0.301
9290	37.306	36.715	0.301
9300	37.315	36.733	0.302
9310	37.32	36.722	0.302
9320	37.328	36.718	0.302
9330	37.336	36.73	0.302
9340	37.34	36.735	0.301
9350	37.346	36.75	0.301
9360	37.351	36.758	0.302
9370	37.358	36.757	0.302
9380	37.363	36.763	0.302
